A1HBO,A1HB,A2HBO,A2HB,A3HBO,A3HB,A4HBO,A4HB,B1HBO,B1HB,B2HBO,B2HB,B3HBO,B3HB,B4HBO,B4HB,condition,accuracy,feedback1,feedback2
1.0,5.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,junk,hundred,one,one
10.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,junk,hundred,one,one
0.02007,0.004853,0.004022,0.001096,0.003612,0.001296,0.004117,0.001288,0.03231,0.01594,0.007868,0.002169,0.005223,0.001681,0.007178,0.00287,junk,hundred,one,one
7.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,junk,hundred,one,one
2.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,junk,hundred,one,one
2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,junk,hundred,one,one
4.0,5.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,junk,hundred,one,one
0.02588,0.006185,0.004579,0.00148,0.004711,0.001746,0.00482,0.001728,0.03225,0.0158,0.007618,0.002023,0.005138,0.00167,0.007076,0.002726,junk,hundred,one,one
10.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,junk,hundred,one,one
4.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,junk,hundred,one,one
0.0227,0.005213,0.004227,0.001087,0.003999,0.001431,0.004256,0.00127,0.0313,0.01574,0.007229,0.002035,0.004604,0.001552,0.006489,0.002711,junk,hundred,one,one
5.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,junk,hundred,one,one
3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,junk,hundred,one,one
2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,junk,hundred,one,one
9.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,junk,hundred,one,one
0.01267,0.003426,0.002536,6.751E-4,0.002286,8.035E-4,0.002674,8.249E-4,0.03067,0.01571,0.007235,0.002001,0.004639,0.001602,0.006699,0.002691,junk,hundred,one,one
8.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,junk,hundred,one,one
9.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,junk,hundred,one,one
0.004438,0.00183,6.662E-4,2.606E-5,7.84E-4,2.552E-4,7.305E-4,1.42E-4,0.03038,0.01569,0.006809,0.001915,0.004142,0.001505,0.006056,0.002596,junk,hundred,one,one
3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,junk,hundred,one,one
5.0,5.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,junk,hundred,one,one
2.0,5.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,junk,hundred,one,one
6.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,junk,hundred,one,one
0.004965,0.002567,0.001291,3.009E-4,0.001025,5.098E-4,0.001433,4.424E-4,0.02957,0.01559,0.006744,0.001932,0.004432,0.001539,0.006309,0.002609,junk,hundred,one,one
8.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,junk,hundred,one,one
7.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,junk,hundred,one,one
0.0115,0.003309,0.002097,5.965E-4,0.002061,7.569E-4,0.002264,7.667E-4,0.03002,0.01574,0.007014,0.001931,0.004162,0.001537,0.006279,0.002639,junk,hundred,one,one
7.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,junk,hundred,one,one
10.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,junk,hundred,one,one
3.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,junk,hundred,one,one
2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,junk,hundred,one,one
0.009647,0.003075,0.001778,3.786E-4,0.001834,6.75E-4,0.001867,5.147E-4,0.03009,0.01571,0.006818,0.001941,0.004664,0.001577,0.006384,0.002618,junk,hundred,one,one
4.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,junk,hundred,one,one
3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,junk,hundred,one,one
0.003658,0.001885,9.996E-4,1.747E-4,7.386E-4,2.834E-4,0.001142,2.89E-4,0.02926,0.01575,0.00672,0.00193,0.004281,0.001559,0.006239,0.002617,junk,hundred,one,one
8.0,4.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,junk,hundred,one,one
1.0,5.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,junk,hundred,one,one
8.0,4.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,junk,hundred,one,one
1.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,junk,hundred,one,one
0.01045,0.003326,0.00178,5.117E-4,0.001949,7.433E-4,0.001953,6.849E-4,0.0292,0.01572,0.006442,0.001817,0.004279,0.001535,0.006114,0.002498,junk,hundred,one,one
4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,junk,hundred,one,one
10.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,junk,hundred,one,one
0.007625,0.002855,0.001638,3.197E-4,0.001513,5.752E-4,0.001756,4.47E-4,0.03037,0.01589,0.006914,0.001972,0.004865,0.001627,0.006555,0.00267,junk,hundred,one,one
4.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,junk,hundred,one,one
6.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,junk,hundred,one,one
10.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,junk,hundred,one,one
3.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,junk,hundred,one,one
0.008637,0.002983,0.001769,4.91E-4,0.001604,6.199E-4,0.001944,6.584E-4,0.02994,0.01598,0.007063,0.001966,0.004492,0.001603,0.006549,0.002673,junk,hundred,one,one
2.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,junk,hundred,one,one
3.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,junk,hundred,one,one
8.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,junk,hundred,one,one
0.007851,0.002662,0.001341,2.407E-4,0.001557,5.027E-4,0.001462,3.717E-4,0.0304,0.01603,0.006818,0.001928,0.004963,0.001683,0.006605,0.002642,junk,hundred,one,one
4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,junk,hundred,one,one
1.0,5.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,junk,hundred,one,one
3.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,junk,hundred,one,one
0.003371,0.00232,9.954E-4,2.217E-4,6.937E-4,4.06E-4,0.001167,3.544E-4,0.02942,0.01596,0.006606,0.001928,0.004286,0.001554,0.006153,0.002615,junk,hundred,one,one
9.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,junk,hundred,one,one
2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,junk,hundred,one,one
9.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,junk,hundred,one,one
0.01599,0.004216,0.002919,8.496E-4,0.002999,0.001043,0.003095,0.001053,0.02988,0.01604,0.006883,0.001897,0.004809,0.001654,0.006651,0.002615,junk,hundred,one,one
3.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,junk,hundred,one,one
10.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,junk,hundred,one,one
5.0,5.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,junk,hundred,one,one
0.01115,0.003597,0.002122,5.026E-4,0.002079,8.186E-4,0.002238,6.642E-4,0.03039,0.01611,0.006957,0.001977,0.004795,0.001627,0.006461,0.002685,junk,hundred,one,one
8.0,5.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,junk,hundred,one,one
4.0,5.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,junk,hundred,one,one
3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,junk,hundred,one,one
0.01034,0.003188,0.00222,5.678E-4,0.002008,6.978E-4,0.002413,7.109E-4,0.03018,0.0161,0.007191,0.001986,0.005038,0.001694,0.006992,0.002718,junk,hundred,one,one
9.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,junk,hundred,one,one
1.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,junk,hundred,one,one
4.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,junk,hundred,one,one
1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,junk,hundred,one,one
0.009626,0.003232,0.001657,4.581E-4,0.00189,6.842E-4,0.001868,6.253E-4,0.02998,0.01617,0.006636,0.001916,0.0047,0.001678,0.006425,0.002607,junk,hundred,one,one
4.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,junk,hundred,one,one
3.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,junk,hundred,one,one
0.01305,0.003914,0.002673,6.662E-4,0.002514,9.355E-4,0.002828,8.164E-4,0.02998,0.01609,0.006814,0.001932,0.004999,0.001639,0.006684,0.00264,junk,hundred,one,one
9.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,junk,hundred,one,one
8.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,junk,hundred,one,one
3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,junk,hundred,one,one
9.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,junk,hundred,one,one
0.01249,0.003704,0.002435,7.083E-4,0.002423,8.399E-4,0.002677,8.794E-4,0.03133,0.01634,0.007495,0.002051,0.005408,0.00178,0.007322,0.002783,junk,hundred,one,one
1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,junk,hundred,one,one
4.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,junk,hundred,one,one
0.01191,0.003602,0.002138,4.935E-4,0.002273,7.913E-4,0.002269,6.507E-4,0.03132,0.01635,0.007207,0.002016,0.005314,0.001745,0.00698,0.002722,junk,hundred,one,one
1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,junk,hundred,one,one
5.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,junk,hundred,one,one
4.0,5.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,junk,hundred,one,one
3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,junk,hundred,one,one
0.009108,0.003356,0.002081,5.355E-4,0.001876,7.07E-4,0.002307,6.84E-4,0.03123,0.01637,0.007187,0.002047,0.005391,0.001753,0.00719,0.002745,junk,hundred,one,one
6.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,junk,hundred,one,one
4.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,junk,hundred,one,one
0.01306,0.003751,0.002347,6.313E-4,0.002447,8.203E-4,0.002527,8.114E-4,0.03176,0.01648,0.007288,0.00202,0.00511,0.00174,0.007041,0.002709,junk,hundred,one,one
10.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,junk,hundred,one,one
3.0,5.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,junk,hundred,one,one
4.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,junk,hundred,one,one
8.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,junk,hundred,one,one
0.01349,0.004219,0.002631,6.89E-4,0.002632,0.001002,0.002815,8.541E-4,0.0325,0.01641,0.007533,0.002076,0.00575,0.001785,0.007404,0.002779,junk,hundred,one,one
3.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,junk,hundred,one,one
10.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,junk,hundred,one,one
0.01229,0.003503,0.00252,6.426E-4,0.002322,7.656E-4,0.002721,7.915E-4,0.0324,0.01652,0.007675,0.002102,0.005472,0.001793,0.007435,0.002807,junk,hundred,one,one
10.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,junk,hundred,one,one
3.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,junk,hundred,one,one
7.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,junk,hundred,one,one
2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,junk,hundred,one,one
0.00733,0.002633,0.001253,2.332E-4,0.001474,4.595E-4,0.001397,3.684E-4,0.03172,0.01638,0.007019,0.001938,0.00523,0.001724,0.006859,0.002641,junk,hundred,one,one
2.0,5.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,junk,hundred,one,one
2.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,junk,hundred,one,one
0.003882,0.002279,0.001098,1.421E-4,9.025E-4,3.455E-4,0.00125,2.681E-4,0.03201,0.01631,0.0072,0.002026,0.005341,0.001715,0.007025,0.002719,junk,hundred,one,one
9.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,junk,hundred,one,one
3.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,junk,hundred,one,one
6.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,junk,hundred,one,one
3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,junk,hundred,one,one
0.005047,0.002241,0.00101,2.229E-4,9.725E-4,3.33E-4,0.001199,3.68E-4,0.03182,0.01627,0.007351,0.001997,0.004894,0.00165,0.006927,0.002682,junk,hundred,one,one
2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,junk,hundred,one,one
3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,junk,hundred,one,one
0.007783,0.002962,0.001452,2.912E-4,0.001623,5.826E-4,0.001626,4.326E-4,0.0326,0.01629,0.007365,0.002026,0.005753,0.001776,0.007333,0.002726,junk,hundred,one,one
6.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,junk,hundred,one,one
10.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,junk,hundred,one,one
8.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,junk,hundred,one,one
10.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,junk,hundred,one,one
0.008012,0.002952,0.001859,4.259E-4,0.001568,5.795E-4,0.002011,5.816E-4,0.03255,0.01627,0.007664,0.0021,0.005381,0.001726,0.007305,0.002788,junk,hundred,one,one
10.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,junk,hundred,one,one
2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,junk,hundred,one,one
9.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,junk,hundred,one,one
0.01026,0.003237,0.001792,4.708E-4,0.001976,6.628E-4,0.001986,6.34E-4,0.0325,0.01622,0.007628,0.002004,0.005419,0.001715,0.007302,0.002722,junk,hundred,one,one
10.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,junk,hundred,one,one
3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,junk,hundred,one,one
10.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,junk,hundred,one,one
0.01035,0.003536,0.002134,4.835E-4,0.002059,7.703E-4,0.002288,6.344E-4,0.03312,0.01622,0.007768,0.002109,0.005858,0.001775,0.007502,0.002819,junk,hundred,one,one
4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,junk,hundred,one,one
6.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,junk,hundred,one,one
9.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,junk,hundred,one,one
0.009375,0.002907,0.001951,4.503E-4,0.001724,5.543E-4,0.002096,5.935E-4,0.03232,0.01611,0.007705,0.002074,0.004987,0.001655,0.007128,0.002767,junk,hundred,one,one
1.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,junk,hundred,one,one
9.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,junk,hundred,one,one
8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,junk,hundred,one,one
7.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,junk,hundred,one,one
0.005059,0.002377,8.63E-4,1.349E-4,0.001103,3.825E-4,0.001045,2.671E-4,0.03252,0.01608,0.007506,0.001983,0.005579,0.001735,0.007317,0.002696,junk,hundred,one,one
1.0,5.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,junk,hundred,one,one
3.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,junk,hundred,one,one
0.006467,0.002696,0.001569,2.855E-4,0.001272,4.931E-4,0.001687,4.28E-4,0.03284,0.0161,0.007906,0.002121,0.005359,0.001704,0.007315,0.002834,junk,hundred,one,one
1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,junk,hundred,one,one
10.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,junk,hundred,one,one
1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,junk,hundred,one,one
6.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,junk,hundred,one,one
0.006509,0.002391,0.00123,2.706E-4,0.001277,4.107E-4,0.001428,4.133E-4,0.03238,0.01603,0.007835,0.002012,0.005372,0.001713,0.007423,0.002754,junk,hundred,one,one
9.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,junk,hundred,one,one
2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,junk,hundred,one,one
0.009424,0.003447,0.001818,4.192E-4,0.001855,7.32E-4,0.001975,5.797E-4,0.03372,0.0161,0.008149,0.00214,0.005898,0.001786,0.00773,0.002849,junk,hundred,one,one
10.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,junk,hundred,one,one
5.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,junk,hundred,one,one
6.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,junk,hundred,one,one
5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,junk,hundred,one,one
0.01236,0.003699,0.0026,6.713E-4,0.002273,8.414E-4,0.002742,8.49E-4,0.03354,0.01611,0.008634,0.002205,0.00568,0.001732,0.007935,0.002938,junk,hundred,one,one
5.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,junk,hundred,one,one
3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,junk,hundred,one,one
0.01703,0.004538,0.003011,8.663E-4,0.003243,0.001126,0.003227,0.001075,0.03493,0.01634,0.008941,0.002277,0.006567,0.001927,0.008536,0.003019,junk,hundred,one,one
1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,junk,hundred,one,one
7.0,5.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,junk,hundred,one,one
7.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,junk,hundred,one,one
0.02187,0.005565,0.004232,0.00115,0.003985,0.001495,0.004357,0.00138,0.03498,0.01635,0.009054,0.002353,0.006129,0.00184,0.008154,0.003098,junk,hundred,one,one
6.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,junk,hundred,one,one
1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,junk,hundred,one,one
1.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,junk,hundred,one,one
0.02094,0.005006,0.004017,0.001142,0.003892,0.001327,0.004223,0.001356,0.03478,0.0163,0.009249,0.002303,0.006574,0.001899,0.008753,0.003063,junk,hundred,one,one
3.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,junk,hundred,one,one
10.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,junk,hundred,one,one
8.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,junk,hundred,one,one
9.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,junk,hundred,one,one
0.02212,0.005609,0.003965,0.001086,0.004052,0.001456,0.004107,0.001329,0.03529,0.01635,0.009203,0.002336,0.006589,0.001924,0.008512,0.003106,junk,hundred,one,one
2.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,junk,hundred,one,one
4.0,5.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,junk,hundred,one,one
0.02315,0.005914,0.004575,0.001281,0.004227,0.001582,0.004747,0.001529,0.03444,0.0162,0.009334,0.002337,0.006398,0.001865,0.008566,0.003115,junk,hundred,one,one
